Source Name	Comment [ENA_SAMPLE]	Comment [BIOSAMPLE]	Comment [Sample_description]	Characteristics [organism]	Characteristics [individual]	Characteristics [organism part]	Characteristics [cell type]	Characteristics [phenotype]	Characteristics [disease]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment [single cell isolation]	Comment [input molecule]	Comment [library construction]	Comment [end bias]	Comment [primer]	Comment [LIBRARY_STRAND]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Comment [LIBRARY_SELECTION]	Comment [INSTRUMENT_MODEL]	Assay Name	Comment [technical replicate group]	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Technology Type	Protocol REF	Protocol REF	Scan Name	Comment [ENA_RUN]	Comment [FASTQ_URI]	FactorValue [single cell identifier]	FactorValue [disease]	FactorValue [stimulus]
GSM3038154 1	SRS3035959	SAMN08687903	33_2_C72_L5_R1_001_JdjPvkQPvSlT	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038154 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038154	not applicable	SRX3782702	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826522	SRR6826522	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826522/SRR6826522.fastq.gz	Latency_model_untreated_cell_84	normal	none
GSM3038153 1	SRS3035958	SAMN08687904	33_2_C68_L5_R1_001_Zw0AXA4qpfbR	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038153 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038153	not applicable	SRX3782701	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826521	SRR6826521	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826521/SRR6826521.fastq.gz	Latency_model_untreated_cell_83	normal	none
GSM3038152 1	SRS3035957	SAMN08687808	33_2_C28_L5_R1_001_pfLAevjqbBhG	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038152 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038152	not applicable	SRX3782700	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826520	SRR6826520	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826520/SRR6826520.fastq.gz	Latency_model_untreated_cell_82	normal	none
GSM3038151 1	SRS3035956	SAMN08687809	33_2_C21_L5_R1_001_LQjmzG8ldMNd	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038151 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038151	not applicable	SRX3782699	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826519	SRR6826519	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826519/SRR6826519.fastq.gz	Latency_model_untreated_cell_81	normal	none
GSM3038150 1	SRS3035955	SAMN08687810	33_2_C18_L5_R1_001_yY1TinlC1ACZ	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038150 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038150	not applicable	SRX3782698	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826518	SRR6826518	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826518/SRR6826518.fastq.gz	Latency_model_untreated_cell_80	normal	none
GSM3038149 1	SRS3035954	SAMN08687811	33_2_C13_L5_R1_001_oa9DOo9IKc8S	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038149 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038149	not applicable	SRX3782697	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826517	SRR6826517	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826517/SRR6826517.fastq.gz	Latency_model_untreated_cell_79	normal	none
GSM3038148 1	SRS3035953	SAMN08687812	33_2_C09_L5_R1_001_7SUvAShTjWUB	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038148 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038148	not applicable	SRX3782696	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826516	SRR6826516	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826516/SRR6826516.fastq.gz	Latency_model_untreated_cell_78	normal	none
GSM3038147 1	SRS3035952	SAMN08687813	33_1d_C55_L5_R1_001_ZEUIZTFmaEMt	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038147 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038147	not applicable	SRX3782695	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826515	SRR6826515	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826515/SRR6826515.fastq.gz	Latency_model_untreated_cell_77	normal	none
GSM3038146 1	SRS3035951	SAMN08687814	33_1_C92_L5_R1_001_pO3jgGKt5Exg	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038146 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038146	not applicable	SRX3782694	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826514	SRR6826514	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826514/SRR6826514.fastq.gz	Latency_model_untreated_cell_76	normal	none
GSM3038145 1	SRS3035950	SAMN08687815	33_1_C88_L5_R1_001_r3gerdNarOAC	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038145 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038145	not applicable	SRX3782693	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826513	SRR6826513	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826513/SRR6826513.fastq.gz	Latency_model_untreated_cell_75	normal	none
GSM3038144 1	SRS3035949	SAMN08687816	33_1_C87_L5_R1_001_gdzzzm0P0jFY	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038144 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038144	not applicable	SRX3782692	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826512	SRR6826512	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826512/SRR6826512.fastq.gz	Latency_model_untreated_cell_74	normal	none
GSM3038143 1	SRS3035948	SAMN08687817	33_1_C86_L5_R1_001_fsBv7OfdrRWB	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038143 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038143	not applicable	SRX3782691	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826511	SRR6826511	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826511/SRR6826511.fastq.gz	Latency_model_untreated_cell_73	normal	none
GSM3038142 1	SRS3035947	SAMN08687818	33_1_C85_L5_R1_001_gohcArWoioCE	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038142 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038142	not applicable	SRX3782690	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826510	SRR6826510	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826510/SRR6826510.fastq.gz	Latency_model_untreated_cell_72	normal	none
GSM3038141 1	SRS3035946	SAMN08687819	33_1_C84_L5_R1_001_sX3DndpxJSTD	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038141 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038141	not applicable	SRX3782689	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826509	SRR6826509	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826509/SRR6826509.fastq.gz	Latency_model_untreated_cell_71	normal	none
GSM3038140 1	SRS3035945	SAMN08687820	33_1_C83_L5_R1_001_BYOfkPIQM9m5	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038140 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038140	not applicable	SRX3782688	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826508	SRR6826508	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826508/SRR6826508.fastq.gz	Latency_model_untreated_cell_70	normal	none
GSM3038139 1	SRS3035944	SAMN08687821	33_1_C82_L5_R1_001_uQ9z8QUXmaFR	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038139 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038139	not applicable	SRX3782687	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826507	SRR6826507	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826507/SRR6826507.fastq.gz	Latency_model_untreated_cell_69	normal	none
GSM3038138 1	SRS3035942	SAMN08687824	33_1_C81_L5_R1_001_ReqxwYABy65M	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038138 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038138	not applicable	SRX3782686	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826506	SRR6826506	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826506/SRR6826506.fastq.gz	Latency_model_untreated_cell_68	normal	none
GSM3038137 1	SRS3035943	SAMN08687825	33_1_C78_L5_R1_001_4BdbMyyZZduh	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038137 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038137	not applicable	SRX3782685	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826505	SRR6826505	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826505/SRR6826505.fastq.gz	Latency_model_untreated_cell_67	normal	none
GSM3038136 1	SRS3035940	SAMN08687826	33_1_C76_L5_R1_001_2p0o2dorHrYk	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038136 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038136	not applicable	SRX3782684	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826504	SRR6826504	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826504/SRR6826504.fastq.gz	Latency_model_untreated_cell_66	normal	none
GSM3038135 1	SRS3035941	SAMN08687827	33_1_C74_L5_R1_001_7mBzv9Wq5HDx	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038135 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038135	not applicable	SRX3782683	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826503	SRR6826503	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826503/SRR6826503.fastq.gz	Latency_model_untreated_cell_65	normal	none
GSM3038134 1	SRS3035969	SAMN08687822	33_1_C69_L5_R1_001_6r3iEznsjMqR	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038134 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038134	not applicable	SRX3782682	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826502	SRR6826502	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826502/SRR6826502.fastq.gz	Latency_model_untreated_cell_64	normal	none
GSM3038133 1	SRS3035939	SAMN08687823	33_1_C67_L5_R1_001_tn5DB4YI09ov	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038133 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038133	not applicable	SRX3782681	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826501	SRR6826501	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826501/SRR6826501.fastq.gz	Latency_model_untreated_cell_63	normal	none
GSM3038132 1	SRS3035938	SAMN08687828	33_1_C65_L5_R1_001_AM9Zr6MLVJcV	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038132 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038132	not applicable	SRX3782680	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826500	SRR6826500	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826500/SRR6826500.fastq.gz	Latency_model_untreated_cell_62	normal	none
GSM3038131 1	SRS3035937	SAMN08687829	33_1_C64_L5_R1_001_5adCo2Iir5tt	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038131 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038131	not applicable	SRX3782679	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826499	SRR6826499	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826499/SRR6826499.fastq.gz	Latency_model_untreated_cell_61	normal	none
GSM3038130 1	SRS3035936	SAMN08687830	33_1_C63_L5_R1_001_auWdlnXidMiC	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038130 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038130	not applicable	SRX3782678	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826498	SRR6826498	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826498/SRR6826498.fastq.gz	Latency_model_untreated_cell_60	normal	none
GSM3038129 1	SRS3035935	SAMN08687831	33_1_C62_L5_R1_001_xT5EvsnWUKjc	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038129 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038129	not applicable	SRX3782677	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826497	SRR6826497	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/007/SRR6826497/SRR6826497.fastq.gz	Latency_model_untreated_cell_59	normal	none
GSM3038128 1	SRS3035934	SAMN08687832	33_1_C61_L5_R1_001_4alPnQEUFNqL	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038128 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038128	not applicable	SRX3782676	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826496	SRR6826496	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/006/SRR6826496/SRR6826496.fastq.gz	Latency_model_untreated_cell_58	normal	none
GSM3038127 1	SRS3035933	SAMN08687833	33_1_C60_L5_R1_001_v8RNOdYYitDJ	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038127 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038127	not applicable	SRX3782675	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826495	SRR6826495	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/005/SRR6826495/SRR6826495.fastq.gz	Latency_model_untreated_cell_57	normal	none
GSM3038126 1	SRS3035932	SAMN08687834	33_1_C59_L5_R1_001_Cbhu4i06pdA0	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038126 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038126	not applicable	SRX3782674	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826494	SRR6826494	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/004/SRR6826494/SRR6826494.fastq.gz	Latency_model_untreated_cell_56	normal	none
GSM3038125 1	SRS3035931	SAMN08687835	33_1_C58_L5_R1_001_88bqFTjQdVxG	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038125 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038125	not applicable	SRX3782673	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826493	SRR6826493	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/003/SRR6826493/SRR6826493.fastq.gz	Latency_model_untreated_cell_55	normal	none
GSM3038124 1	SRS3035930	SAMN08687836	33_1_C56_L5_R1_001_IvQthtDk3sfj	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038124 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038124	not applicable	SRX3782672	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826492	SRR6826492	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/002/SRR6826492/SRR6826492.fastq.gz	Latency_model_untreated_cell_54	normal	none
GSM3038123 1	SRS3035929	SAMN08687837	33_1_C52_L5_R1_001_KToOvSMYWTov	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038123 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038123	not applicable	SRX3782671	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826491	SRR6826491	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6826491/SRR6826491.fastq.gz	Latency_model_untreated_cell_53	normal	none
GSM3038122 1	SRS3035928	SAMN08687856	33_1_C51_L5_R1_001_FyQAvutdrvlN	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038122 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038122	not applicable	SRX3782670	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826490	SRR6826490	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/000/SRR6826490/SRR6826490.fastq.gz	Latency_model_untreated_cell_52	normal	none
GSM3038121 1	SRS3035927	SAMN08687857	33_1_C50_L5_R1_001_wvf4SOW3THTV	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038121 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038121	not applicable	SRX3782669	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826489	SRR6826489	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/009/SRR6826489/SRR6826489.fastq.gz	Latency_model_untreated_cell_51	normal	none
GSM3038120 1	SRS3035926	SAMN08687858	33_1_C48_L5_R1_001_opVWOSZhBriE	Homo sapiens	not applicable	blood	CD4-positive helper T cell	resting, latent phenotype	normal	cell	P-GSE111727-1	P-GSE111727-2	P-GSE111727-3	P-GSE111727-4	GSM3038120 extract 1	Fluidigm C1	polyA RNA	smart-like	none	modified oligo-dT	not applicable	SINGLE	transcriptomic	RNA-Seq	cDNA	Illumina HiSeq 2500	GSM3038120	not applicable	SRX3782668	Illumina HiSeq 2500 (Homo sapiens)	sequencing assay	P-GSE111727-5	P-GSE111727-6	SRR6826488	SRR6826488	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/008/SRR6826488/SRR6826488.fastq.gz	Latency_model_untreated_cell_50	normal	none
